JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
JD-JAVA-002,Java Developer,Fresher,0,Java APIs; Concurrency Basics; JDBC; SQL (MySQL/PostgreSQL); Servlets; JSP; HTML; CSS; JavaScript,Support web application development using JSP/Servlets; Learn and implement JDBC for database connectivity; Work with frontend basics like HTML/CSS/JS; Debug and fix minor issues in development,Java; SQL; JDBC; Servlets; JSP; Web Development
JD-JAVA-003,Java Developer,Fresher,0,Spring Framework Basics; Hibernate Basics; Maven; Gradle; JUnit Basics; TestNG Basics,Assist in building applications using Spring and Hibernate; Understand ORM basics; Set up Maven/Gradle build environments; Perform basic unit testing using JUnit/TestNG,Java; Spring; Hibernate; Maven; JUnit; TestNG
JD-JAVA-004,Java Developer,Fresher,0,Core Java; Basic REST API knowledge; Version Control (Git); Problem Solving,Work on backend APIs with supervision; Commit and manage code using Git; Assist in writing basic REST endpoints; Collaborate with senior developers,Java; REST APIs; Git; Problem Solving
JD-JAVA-005,Java Developer,Fresher,0,Java Collections; Multithreading Basics; Database Management; SQL Queries,Assist in handling data persistence layers; Write and optimize SQL queries; Understand multithreading basics in Java,Java; Collections; SQL; Database; Multithreading
JD-JAVA-006,Java Developer,Fresher,0,Java I/O; File Handling; Exception Handling; JUnit Basics,Implement file handling operations in Java; Ensure proper exception handling in applications; Perform unit testing on assigned modules,Java; File Handling; JUnit; Testing
JD-JAVA-007,Java Developer,Fresher,0,Java APIs; Collections Framework; JavaScript Basics; HTML/CSS,Support in building small frontend + backend integrated modules; Learn and apply Java API functionalities; Debug minor code issues,Java; APIs; Collections; Web Development
JD-JAVA-008,Java Developer,Fresher,0,Servlets; JSP; SQL Basics; JDBC; Git,Develop simple CRUD operations; Work on servlet-based web applications; Connect Java apps with SQL databases using JDBC,Java; Servlets; JSP; SQL; JDBC
JD-JAVA-009,Java Developer,Fresher,0,Spring Basics; Hibernate Basics; JUnit; TestNG,Assist in writing entity classes in Hibernate; Learn and use Spring dependency injection; Conduct basic unit testing,Java; Spring; Hibernate; JUnit
JD-JAVA-010,Java Developer,Fresher,0,Core Java; OOP; Database Basics; Git; Team Collaboration,Collaborate with team members in Java projects; Implement OOP concepts in real modules; Handle version control tasks,Java; Core Java; Git; Teamwork
JD-JAVA-011,Java Developer,Experienced,2,Advanced Java; Spring Boot; Hibernate; REST APIs; SQL,Design and implement scalable Java applications; Develop RESTful APIs with Spring Boot; Integrate Hibernate ORM for persistence,Java Developer; Spring Boot; Hibernate; REST APIs; SQL
JD-JAVA-012,Java Developer,Experienced,3,JVM Internals; Performance Tuning; Concurrency; Spring Boot; Microservices,Optimize Java applications for performance; Design microservices architecture; Ensure concurrency handling in applications,Java; JVM; Performance Tuning; Microservices; Spring Boot
JD-JAVA-013,Java Developer,Experienced,4,Spring Boot; Hibernate; Kafka; Microservices; JPA,Develop event-driven systems using Kafka; Implement microservices with Spring Boot; Manage persistence with JPA/Hibernate,Java; Spring Boot; Hibernate; Kafka; Microservices
JD-JAVA-014,Java Developer,Experienced,5,RESTful APIs; SOAP APIs; Angular/React; SQL; NoSQL,Build RESTful and SOAP APIs; Collaborate with frontend teams using Angular/React; Manage relational and NoSQL databases,Java; REST APIs; SOAP; Angular; NoSQL
JD-JAVA-015,Java Developer,Experienced,3,Maven; Gradle; Jenkins; CI/CD; Docker,Implement CI/CD pipelines; Use Maven/Gradle for build automation; Containerize applications with Docker,Java; Maven; Gradle; CI/CD; Docker
JD-JAVA-016,Java Developer,Experienced,4,JUnit; Mockito; Selenium; Debugging; Agile,Write unit and integration tests; Automate tests using Selenium; Participate in Agile ceremonies,Java; JUnit; Mockito; Selenium; Agile
JD-JAVA-017,Java Developer,Experienced,5,Advanced SQL; Database Tuning; MongoDB; Cassandra; Performance Optimization,Tune database queries for performance; Work with NoSQL databases like MongoDB and Cassandra; Ensure optimal persistence layer design,Java; SQL; NoSQL; MongoDB; Performance Tuning
JD-JAVA-018,Java Developer,Experienced,2,Spring Boot; REST APIs; Docker; Kubernetes; Microservices,Deploy microservices with Docker and Kubernetes; Develop scalable REST APIs; Work with cloud-native architectures,Java; Spring Boot; Docker; Kubernetes; Microservices
JD-JAVA-019,Java Developer,Experienced,3,Agile; Version Control (Git/SVN); Mentoring; Team Collaboration,Mentor junior developers; Collaborate in Agile teams; Manage version control with Git/SVN,Java; Agile; Git; SVN; Mentoring
JD-JAVA-020,Java Developer,Experienced,5+,System Design; Microservices; Spring Boot; Kubernetes; Leadership,Lead design of scalable Java systems; Guide team in microservices adoption; Ensure best practices in coding and architecture,Java; System Design; Microservices; Spring Boot; Leadership
MKT-F-001,Marketing Specialist,Fresher,0-1,"SEO basics; SEM basics; PPC campaigns; Content creation; Social media management; Email marketing basics; Marketing automation tools (Mailchimp, HubSpot); Google Analytics basics; Market research; Collaboration and communication",Assist in digital marketing campaigns; Create and edit marketing content; Manage social media posts and engagement; Support email marketing initiatives; Perform basic data analysis and reporting; Conduct market research and customer segmentation; Coordinate marketing events and campaigns,Digital Marketing; SEO; SEM; PPC; Content Creation; Email Marketing; Social Media; Marketing Automation; Google Analytics; Market Research
MKT-F-002,Marketing Specialist,Fresher,0-1,Copywriting; Blogging; Video production basics; Social media marketing; Email campaigns; Google Analytics; Event coordination; Market research; Canva and WordPress basics; Team collaboration,Support content creation for campaigns; Assist in social media management; Prepare email marketing campaigns; Analyze social media metrics; Coordinate events and marketing initiatives; Support market research and segmentation; Collaborate with marketing team members,Content Creation; Copywriting; Blogging; Video Marketing; Social Media; Email Marketing; Analytics; Campaign Coordination; Event Management; Team Collaboration
MKT-F-003,Marketing Specialist,Fresher,0-1,Digital marketing fundamentals; SEO/SEM; PPC ads; Social media platforms; Email marketing tools; Data analysis basics; Marketing automation; Content creation; Adobe Creative Suite basics; Collaboration,Assist in executing digital campaigns; Create social media posts and content; Support paid ad campaigns; Analyze basic performance metrics; Assist with email campaigns; Prepare marketing content; Collaborate with marketing team for initiatives,Digital Marketing; SEO; SEM; PPC; Social Media; Email Marketing; Data Analysis; Marketing Automation; Content Creation; Collaboration
MKT-F-004,Marketing Specialist,Fresher,0-1,Content creation; Copywriting; Social media marketing; Email campaigns; SEO basics; SEM basics; Marketing analytics; Canva and Adobe Creative Suite; Event management; Team communication,Create content for marketing campaigns; Manage social media accounts; Support email marketing efforts; Assist with SEO and SEM optimization; Analyze campaign performance; Coordinate small events; Collaborate with cross-functional teams,Content Creation; Copywriting; Social Media; Email Marketing; SEO; SEM; Analytics; Event Management; Collaboration; Creative
MKT-F-005,Marketing Specialist,Fresher,0-1,"Digital marketing fundamentals; SEO, SEM, PPC; Content marketing; Social media basics; Email marketing tools; Google Analytics; Marketing automation; Creative design tools; Collaboration; Time management",Support campaign execution; Create marketing content; Manage basic social media tasks; Assist in email marketing; Track analytics and performance metrics; Collaborate with marketing team; Help organize campaigns and events,Digital Marketing; SEO; SEM; PPC; Content Marketing; Social Media; Email Marketing; Analytics; Marketing Automation; Collaboration
MKT-E-006,Marketing Specialist,Experienced,3-5,"Advanced digital marketing strategies; SEO/SEM optimization; PPC campaigns management; Lead generation; Multi-channel campaign planning; Email marketing automation; Data-driven decision making; Analytics (Google Analytics, Tableau); Social media strategy; Content creation",Plan and execute multi-channel campaigns; Optimize SEO/SEM and PPC campaigns; Develop lead generation strategies; Oversee email marketing automation; Analyze campaign performance and report ROI; Create marketing content and collateral; Collaborate with cross-functional teams,Digital Marketing; SEO; SEM; PPC; Email Marketing; Lead Generation; Campaign Management; Analytics; Content Creation; Multi-channel Marketing
MKT-E-007,Marketing Specialist,Experienced,4-6,"Digital strategy development; SEO, SEM, PPC expertise; Multi-channel marketing campaigns; Lead nurturing; Marketing analytics and reporting; Content marketing; Social media management; Brand management; Budget management; Team collaboration",Develop and implement digital marketing strategies; Manage multi-channel campaigns; Optimize lead generation and nurturing; Monitor analytics and ROI; Create marketing content and campaigns; Manage budgets and resources; Collaborate with marketing and cross-functional teams,Digital Marketing; SEO; SEM; PPC; Campaign Management; Lead Generation; Analytics; Content Creation; Brand Management; Budget Management
MKT-E-008,Marketing Specialist,Experienced,5-7,"Advanced digital marketing; SEO, SEM, PPC; Social media strategy; Content marketing; Email automation; Data analysis (Google Analytics, Tableau); Multi-channel campaigns; Brand management; Budget optimization; Team leadership",Lead digital campaigns; Optimize SEO/SEM and PPC; Manage social media presence; Develop content marketing strategies; Oversee email automation; Analyze performance metrics; Manage marketing budgets; Coordinate team efforts for campaign success,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Social Media; Brand Management; Campaign Optimization
MKT-E-009,Marketing Specialist,Experienced,6-8,Digital marketing strategy; Advanced SEO/SEM; PPC management; Content and social media marketing; Email campaigns; Analytics and reporting; Lead generation; Marketing automation; Brand management; Campaign coordination,Develop and execute marketing strategies; Manage SEO/SEM and PPC campaigns; Oversee content and social media marketing; Coordinate email campaigns and automation; Analyze marketing performance and ROI; Lead lead generation initiatives; Manage brand assets; Coordinate multi-channel campaigns,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Social Media; Analytics; Lead Generation; Brand Management
MKT-E-010,Marketing Specialist,Experienced,7-10,"Digital marketing strategy; SEO/SEM optimization; PPC campaigns; Social media marketing; Content creation; Email marketing automation; Analytics (GA, Tableau); Budget management; Team leadership; Emerging marketing technologies (AI tools, personalization)",Plan and execute digital campaigns; Optimize SEO/SEM and PPC performance; Oversee social media strategy; Lead content creation efforts; Manage email marketing automation; Analyze campaign performance and ROI; Manage marketing budgets; Implement AI-driven personalization and marketing technology tools,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Social Media; Budget Management; AI Marketing Tools
MKT-E-011,Marketing Specialist,Experienced,8-10,Strategic marketing planning; Digital marketing campaigns; SEO/SEM; PPC management; Content and social media marketing; Email automation; Analytics and reporting; Budget and ROI analysis; Brand management; Team coordination,Develop marketing strategy aligned with business goals; Manage digital campaigns including SEO/SEM and PPC; Oversee content and social media marketing; Lead email marketing automation; Analyze campaign metrics and optimize ROI; Manage brand assets; Coordinate marketing teams for project success,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Campaign Optimization; Team Leadership
